# x0,tempo, beats, chroma_stft, rmse,spectral_centroid, spectral_bandwidth, rolloff,zero_crossing_rate, mfcc1, mfcc2, mfcc3, mfcc4, mfcc5, mfcc6, mfcc7, mfcc8, mfcc9, mfcc10, mfcc11, mfcc12, mfcc13, mfcc14, mfcc15, mfcc16, mfcc17, mfcc18, mfcc19, mfcc20, y
3.384169584521296947e-04,3.974836967615123784e-02,1.590559704725009668e-02,7.357909967819987931e-05,5.578198433289421783e-06,3.965294121088767110e-01,4.964345454471836283e-01,7.566675422206496915e-01,2.060442901348858103e-05,-1.397451615621172483e-01,4.688198639101632398e-02,-6.520508537384702222e-03,1.155803006676481455e-02,3.033503684496441193e-03,-1.453868148521045810e-03,1.408528422906704484e-03,2.998792906502053667e-04,1.040892196604955699e-03,3.639180976105042684e-05,-1.374355042678183534e-03,1.282354418383318964e-03,2.004867889911279670e-03,1.181695430497118390e-03,2.242622013494915360e-03,2.283062056908503716e-03,8.363878658245093786e-04,-6.366163681728743539e-04,-2.114165430945813610e-05,9.219683159403628536e-04,1.000000000000000000e+00
2.818014504436393459e-04,3.832476551572110146e-02,1.888069717972383488e-02,6.395425082850048483e-05,2.325622108101366341e-05,4.576059308858658747e-01,4.372508613400854505e-01,7.699708405205045736e-01,3.050732530866472861e-05,-5.843048241685809552e-02,3.314032562949527361e-02,-1.166526802993995623e-02,3.733537091919817991e-03,-4.727826216025462786e-04,4.371858280353943353e-03,-2.918345336378620845e-03,-5.271106934429211537e-04,-3.591854536633196007e-03,1.976352695199062176e-03,-2.175962057603224038e-04,5.815363640014336059e-04,-2.329876659345246626e-03,-4.141982005772513217e-04,-1.995977306946576137e-03,2.636819442729747384e-04,-1.561413252565413022e-03,-2.395007051090936815e-03,-4.187693883943083479e-04,1.516734758534955818e-03,1.000000000000000000e+00
1.166478396086914740e-04,1.310505195332021221e-02,6.182335499260648189e-03,5.056534050501241162e-05,2.518857104356287267e-05,3.674695579977829141e-01,3.756255327752232032e-01,8.506220089222265024e-01,1.485571348876775292e-05,-5.255571738411706460e-03,8.137970773729560903e-03,1.385096592179807518e-03,9.564728262448996335e-04,1.471492800545825836e-03,9.042617940289046467e-04,1.318466801306127914e-03,2.875901136380821013e-05,1.126804994348871384e-03,3.279084941454496211e-04,4.499885915212608082e-04,-9.769369353545253860e-05,2.474786022009606247e-04,1.314585283847498408e-04,8.736566718649896721e-07,8.898668703777391276e-05,-1.722750870018018401e-04,4.262741303908649669e-04,5.195196263487410725e-04,4.901544362913217790e-04,0.000000000000000000e+00
3.574764494835362379e-04,4.618567799479671859e-02,2.001868117107802672e-02,7.733229462533229375e-05,1.566876003799480335e-05,4.330099131833321513e-01,4.782185905936015557e-01,7.523820916172491158e-01,2.535905845873821196e-05,-1.096568915510194170e-01,5.466261081247764803e-02,-9.862987044070285758e-03,5.833340694303569725e-03,-1.128456553717395189e-03,-3.193557736497916119e-03,-1.939385920836647452e-03,-3.494647092666456571e-03,-2.541647435775843539e-03,1.048409152359096216e-04,3.111311621462166193e-04,1.934631102923338713e-03,2.929066730595381203e-03,1.501362303157595824e-03,7.354220729904171030e-04,1.084252855576267995e-03,-1.382252717145935998e-04,-1.005894657741748235e-03,-1.038139638895231413e-03,4.768032573065744662e-04,1.000000000000000000e+00
1.237401098636870000e-04,9.689166983289410756e-03,4.702124174820105675e-03,4.460362954476791898e-05,1.710023966321915344e-05,3.422338616512634601e-01,3.987789354880740267e-01,8.505142528640670108e-01,1.188089606851913693e-05,-1.476474478203766184e-02,1.063436633253416266e-02,4.192876154732706577e-03,1.236257762743605843e-03,2.190099656161152361e-03,6.385209918919705554e-05,1.183373119613522796e-03,-6.558757327068008222e-04,5.157671770084293816e-04,1.004563908784734082e-03,-9.873097614168753131e-04,1.938930655453007901e-04,-3.628544406659047730e-04,-1.991148612761894378e-04,-2.481552150357338668e-05,-3.006112371737004914e-04,1.494766113761939505e-04,7.237223335258540641e-04,1.991558778162848709e-04,9.379825386147595291e-04,0.000000000000000000e+00
1.071038864611270587e-04,1.107019076469305426e-02,5.355194323056353123e-03,3.772929657400543650e-05,2.045600758227124544e-05,3.842248494295391614e-01,3.573240856823483580e-01,8.511521165033361092e-01,1.568839822969682419e-05,-5.036926971057180576e-03,5.974184497027844667e-03,2.958135571420593760e-03,2.056165043038960406e-03,1.626783242798938859e-03,3.400494151548780143e-04,6.025308107770750276e-04,1.725088075831538424e-04,4.444017330389926548e-04,1.738208383857902479e-04,-1.696276894962538682e-04,-3.216733860032241436e-04,-8.179663007329807762e-04,-4.117202107471260443e-04,-8.692979037367040652e-04,-3.609391099989035486e-04,-2.431558563818236082e-04,4.825606809316031914e-04,1.539804137613117656e-04,-4.133643725848504046e-05,0.000000000000000000e+00
3.296141849715994443e-04,5.010105316146897664e-02,1.944723691332436721e-02,9.704175917055868740e-05,1.460826564406865526e-05,4.215902747792282246e-01,4.413772573656830067e-01,7.833810560693046376e-01,2.499658777534076126e-05,-9.098780594885476358e-02,4.824616219978525994e-02,-1.205441100928024423e-02,7.972623035962553978e-03,-8.369834846346674859e-04,-7.177003882362113438e-04,-4.381583960659872490e-03,-2.150991801119760474e-03,-3.096419729587601699e-03,-1.028651243324012199e-03,-3.800968839492786105e-03,-1.381308091217265006e-03,-5.528587799053537701e-04,-5.012399562907560039e-04,-1.054090889896322578e-03,-5.829074241033842686e-04,-7.379733987320033104e-04,-1.161665547649654235e-03,-9.870898901862812640e-04,-1.088896447963248748e-03,1.000000000000000000e+00
1.109813603927946952e-04,9.888762109352597016e-03,4.883179857282966482e-03,5.248951029762004918e-05,2.774775126736185168e-05,4.085272706102581752e-01,3.575292564643984816e-01,8.396660227162711099e-01,1.616157336614488301e-05,-8.924534169741765374e-03,3.990437189212049131e-03,2.262960694310640723e-03,2.927653491619955362e-03,1.929267289214659301e-03,5.100975072304908368e-04,1.498787074063283407e-03,4.021642897006462241e-04,8.124182120378618506e-04,6.081056985275496655e-04,4.396135007956906635e-04,5.908305642343783829e-04,3.934549853993497413e-04,5.730861149712704409e-05,2.085005612364950893e-05,-1.247950360059747591e-04,3.914247248898883205e-04,1.601898748335739712e-04,5.341306416985550348e-05,-1.991777249014737346e-04,0.000000000000000000e+00
3.640426972370945798e-04,5.226003563852821970e-02,2.511894610935952454e-02,1.594177080744633697e-04,1.920548614837244241e-06,3.538617068620740769e-01,5.879715007841105345e-01,6.943799429569482706e-01,1.148103376613682604e-05,-2.001466695887721692e-01,5.718556810677891816e-02,2.392133384831685462e-03,1.253750250176766286e-02,4.833571881905839203e-03,2.091747619185037148e-03,1.842242851583679019e-03,-1.095742483040907430e-03,7.501918092026986506e-04,1.119841319043002629e-03,7.331081920760414887e-04,1.179819325946223057e-03,2.063963972112212164e-03,2.076801856128349718e-03,1.324658162489988304e-03,1.489028171977118190e-03,1.576225125166724316e-03,1.222233311267563460e-03,9.547973740545621316e-04,6.052136193366977656e-04,1.000000000000000000e+00
1.889738399741314233e-04,1.878097883757330611e-02,8.503822798835913507e-03,4.106777765677487030e-05,6.640445752680562104e-06,4.579578566626007485e-01,3.561589975601776037e-01,8.119495397770678524e-01,3.149937755092581675e-05,-5.705350961919441327e-02,1.087147792706851662e-02,-1.117452431704648273e-02,6.342972516224642567e-03,-3.946693766731020070e-03,3.352767500537972168e-03,-1.216011681119875368e-04,9.263287385248472269e-03,3.614919748563160101e-03,5.118617071880784096e-03,-3.334433290661440591e-03,-5.174740904848364062e-05,-7.085287873828527557e-04,3.432079278518281561e-03,1.882148089105862166e-03,2.193802067871517773e-03,2.131486292292488968e-03,2.906277290630704477e-03,-1.400493696752326675e-03,-1.106219081404399146e-03,1.000000000000000000e+00
1.511141856807020323e-04,1.774894066544467283e-02,8.462394398119315111e-03,5.223382294755845294e-05,2.018014256354035921e-05,3.805970349815764320e-01,4.055766176453522442e-01,8.305449872917215481e-01,1.513308613245653137e-05,-1.686230440676816933e-02,1.293196588404469001e-02,5.310627414562726868e-04,2.472836083191281946e-03,3.345354437047137666e-04,9.035037292466957439e-04,-7.630366942126463837e-04,-5.982708248689104025e-04,-1.359740359146335544e-05,2.380578714034179712e-04,-8.756839202478216688e-04,-7.687860313014934421e-04,-3.182578959967238358e-05,-6.669956144709753834e-04,-1.168255105222035662e-04,2.361225654965548430e-04,5.535217740198763927e-05,8.716523135549008705e-05,-1.043161681627598761e-04,-2.740759922226961845e-04,0.000000000000000000e+00
1.649012034002055992e-04,2.663138331280176171e-02,1.220268905161521478e-02,6.397329183089665275e-05,9.152784173419629369e-06,3.977315970468134343e-01,4.017579442134306400e-01,8.236339311047823353e-01,2.093752751319345219e-05,-3.073739625772929293e-02,1.428996422991014870e-02,-2.590158956404663756e-03,2.431269966637609591e-03,-3.654588839514522200e-04,1.033901294860030753e-03,-1.466303472616582010e-04,1.097086544320928411e-04,-1.003735168098146471e-03,-8.592659694757503368e-04,-1.296219895696595166e-03,-2.831621875927352880e-04,-7.763081751824387269e-04,-3.394983865558122427e-04,2.322595982953383346e-04,4.552062184811548717e-04,5.443964600400212107e-04,5.129847182822978640e-04,-7.272369758116997013e-04,-8.307792397781025608e-04,1.000000000000000000e+00
9.783148060869135932e-05,1.099108770765104201e-02,5.185068472260642193e-03,4.373568435171855758e-05,2.086104093228884467e-05,4.065923246952019565e-01,3.376413640914970316e-01,8.488256324571471501e-01,2.250565217328702938e-05,-1.383657602634917605e-03,4.342698343094742591e-03,1.240715605776105150e-03,9.932638227485870129e-04,1.101564793639821151e-03,3.890283409127205010e-04,1.223796837462722085e-03,-2.124381066359661040e-04,1.047229017424362949e-03,2.235002102302089040e-04,4.923466179253432233e-04,-8.476875497150544996e-05,3.724179159441378599e-04,1.628380618202732676e-04,1.472595913855852040e-04,-1.869793316423031310e-05,-1.000160169330125678e-04,4.676752689962894601e-04,4.758634932297013654e-04,2.988941409970245094e-04,0.000000000000000000e+00
9.975589851446970530e-05,8.315086550821788533e-03,3.890480042064318588e-03,3.832455257258295361e-05,2.791142072753887858e-05,3.924887280457607930e-01,3.501011743368577789e-01,8.504380000290910901e-01,1.867211021877890771e-05,-1.940419475476997486e-03,5.179490226114088526e-03,3.691893164440871421e-03,1.308765174374882517e-03,1.455693882974387707e-03,3.198457376495146293e-04,1.525392142619724604e-03,-7.826830856908441780e-05,7.224585880023259073e-04,1.037022667097632633e-03,-3.721745780383610641e-05,6.216143323143468727e-04,-1.187249444182896223e-04,-2.119169525173652028e-04,-1.563638350889779696e-04,-7.625254209977809971e-05,3.202568728040675907e-06,2.825925599307977667e-04,8.194987812338521522e-05,1.858983198109964122e-04,0.000000000000000000e+00
2.887289165951210696e-04,2.869503881124888661e-02,1.357025907997068924e-02,7.549952167719886555e-05,9.595007008947503384e-06,3.963745078400789379e-01,4.559924325888920493e-01,7.905205570219547839e-01,2.105504155323632671e-05,-8.537797439950253753e-02,3.884417184710761001e-02,-6.481151067900044194e-03,1.176325697625621447e-02,-1.696876778872021072e-03,2.675670582971999452e-03,-3.425750962573581582e-03,1.817150915878412839e-03,-2.558346338729959417e-03,1.270655427964476232e-03,-2.706491932392658846e-03,1.172923802282160822e-03,4.700771146327057315e-04,1.483653713617118447e-03,1.571498499315065155e-03,6.597681443691967487e-04,-5.245245571582786686e-04,-8.440210822817925196e-04,3.898848023575117666e-05,9.231923357886896936e-04,1.000000000000000000e+00
1.720996211281140777e-04,2.964684879589777819e-02,1.394006931137724108e-02,5.563716359551089982e-05,2.402184915183376779e-05,3.940775889121140851e-01,4.191931527032236038e-01,8.168573072791543987e-01,1.837688935078273710e-05,-1.955335997570475243e-02,1.549405457502028155e-02,-9.527137083854792876e-04,4.404989028532971772e-03,4.503180123042030739e-04,5.482764675453450981e-04,1.953165820972360656e-04,1.056413120517424352e-03,4.823422697400848937e-04,-3.210968463021019554e-04,-1.227147937313772218e-03,-5.922224874543399091e-04,-1.017509424780193867e-03,-7.474523555681056785e-04,-8.512544709736637877e-04,-7.532150649801026832e-04,-5.702501884985041423e-04,-9.364748565138087365e-04,-9.819305826564670185e-05,-3.747820193398015065e-04,0.000000000000000000e+00
3.518589938349366334e-04,5.051100790403875718e-02,9.852051827378225518e-03,1.069398094307760137e-04,4.349872442561046928e-06,3.969898436182558998e-01,4.841133208650368891e-01,7.620457365448285447e-01,1.913869972354409604e-05,-1.509771714530946107e-01,4.248844420843417985e-02,-5.931355382222150115e-04,6.317371997966010622e-03,2.722319548693906237e-03,-7.197036466615495346e-04,-1.387266589624364371e-03,-8.924302271502380099e-04,-2.051555416816621682e-04,-2.804741903244767852e-04,-3.184808489685988283e-03,-1.296901695812977375e-03,-3.440215470733260037e-04,-1.758703417926014241e-03,-1.340818519561175681e-03,-8.495361069516036258e-04,-6.673466203546233331e-04,-1.080978104739117976e-04,1.203229798404637212e-03,1.106812542123807854e-03,1.000000000000000000e+00
1.208681618640318440e-04,1.301339340381788175e-02,5.680803607609497333e-03,4.980921844868164630e-05,3.416280886883968121e-05,3.860661130857005463e-01,3.689911857240973370e-01,8.452904075793853389e-01,1.926396626385601556e-05,2.960163867860889086e-03,8.335411584784388483e-03,-5.090093868090330917e-04,-1.244164655896436579e-04,6.349620846100876908e-04,3.613042215272613332e-04,5.242836412654851112e-04,5.177406152419395747e-04,7.758688473997362974e-04,4.385728822544035684e-04,1.307112344585885024e-05,-1.040114387735450749e-06,2.500929461621837478e-04,1.876814729780360035e-04,4.835759714419304552e-04,3.406058742815567197e-04,2.661145814973563638e-04,1.906790694206808416e-04,-5.697909574538518972e-05,6.371070317468090227e-05,0.000000000000000000e+00
3.601142937707647960e-04,2.907905338493175368e-02,1.404445745705982726e-02,9.078957367278728068e-05,6.457471454068849809e-06,4.253027544781648461e-01,5.083346871525350474e-01,7.317508210975380845e-01,2.582218906246307058e-05,-1.448435646767746998e-01,5.547168295728334420e-02,-5.480735034230383752e-03,5.509831481362346441e-03,-1.112204809839759806e-03,-1.148848317463409350e-03,-3.524511896036342049e-03,-6.236707867752116011e-03,-4.432206821418268640e-03,-2.847741565363228443e-03,-2.552730323375579369e-03,-1.025694873015336382e-04,5.590104418022184829e-04,-5.301298397641418568e-04,-6.271876333069566515e-04,6.669264888812235668e-04,1.812918153109215579e-03,-2.684381993008634853e-04,-4.921283186872593094e-05,-1.029538550668052587e-03,1.000000000000000000e+00
1.221317695938556704e-04,1.314944101340096566e-02,6.595115558068206582e-03,5.782180147939297929e-05,2.774412879156429757e-05,3.995280706940722570e-01,3.651490028096691098e-01,8.406848814338552245e-01,1.775294083056487863e-05,-3.165303204482088333e-03,7.433851454102345137e-03,7.400406983787401151e-04,2.162716373363155788e-03,6.262068243423363906e-04,1.273392404311939540e-03,2.992883148979314455e-04,6.013805829020316476e-04,9.909025568964997203e-04,4.703140360647659708e-04,-2.293875423281585077e-05,8.863265794689956798e-04,6.048464174427528118e-04,1.131892671811740933e-04,-2.792741923842219798e-04,1.901702701851873509e-04,2.719230237589868282e-05,2.356761370427693154e-04,2.899266070107522388e-04,6.636165785229325865e-04,0.000000000000000000e+00
1.492216537299768898e-04,1.483024698653541244e-02,7.162639379038889843e-03,5.755317037312500069e-05,2.450426909637929530e-05,3.998100152259878581e-01,3.971996682592729422e-01,8.257677422166310732e-01,1.879211476518577732e-05,-7.585655455503664477e-03,1.197059763446280817e-02,-1.387338943489122879e-03,3.028775922410532114e-03,1.807357690059272414e-03,1.013334291565321215e-03,9.378141457410065331e-04,5.125663010742489718e-04,-5.905194223547027138e-04,3.840922676598008934e-04,-8.518222588134262202e-04,7.182247907233067915e-05,-8.612377492507685458e-05,-8.763489083366938581e-05,-5.067584505861186034e-04,-1.013884716610329072e-03,-8.247384602003040698e-04,-2.435770818812434601e-04,-2.395902842204242157e-04,-2.237082032517683416e-04,0.000000000000000000e+00
2.723691885784877936e-04,2.426888715580141284e-02,4.902645394412779960e-03,8.721934906361586838e-05,1.061045203404746662e-05,4.016910008890254846e-01,4.938915325337008833e-01,7.653414432743590456e-01,2.016785915528000603e-05,-8.318059765435860398e-02,3.702198280497881466e-02,-3.201938580960849400e-03,4.963354290817036801e-03,2.829436567445923426e-03,8.216634434173494253e-04,-1.524053208167239996e-03,3.952524656873728219e-05,-3.673979828940993281e-04,-5.087598616645860492e-04,-8.735250458273938505e-04,-1.835867432919608506e-03,-7.334547951937740295e-04,-1.524049206296050965e-03,-1.231632765216423295e-03,-1.302748997972313786e-03,-1.462706714198290167e-03,-7.141931407296233866e-04,-1.589767262946076114e-03,-1.887201075904742153e-03,1.000000000000000000e+00
2.082858358373567949e-04,1.681897954179828111e-02,8.331433433494270929e-03,6.597111515387895459e-05,2.627912480122058365e-05,3.804365372399267087e-01,4.778991093135619428e-01,7.907142086793127467e-01,1.554782176345545882e-05,-2.623380034224081017e-02,2.443924203213840296e-02,-1.526671460565857513e-05,2.125938228683570737e-03,9.345058176874006164e-04,4.560409026361943630e-04,-7.565525686689137871e-04,7.036687677742591669e-04,3.623871113517843860e-04,9.484515403022889153e-04,1.761206784408216031e-04,5.050148556486297761e-04,-6.484564633514216300e-04,-5.905796610983279210e-04,-1.271399555928348375e-03,-1.096447910430148115e-03,-3.775510857023412241e-04,-6.700951688680779417e-04,2.635949120700335638e-04,1.208185718476854475e-03,0.000000000000000000e+00
1.615297004613172767e-04,1.897228282229427784e-02,8.884133525372451060e-03,7.167251412483999185e-05,3.155720608661614560e-05,4.065073800156917549e-01,3.982794387849255546e-01,8.217773819215506981e-01,1.972213216724194218e-05,-1.320838660968424311e-02,1.269556182684216349e-02,-2.787666269917770268e-03,3.958799516475928690e-03,1.356915437189289532e-03,3.451644957710740596e-04,8.905849319442928243e-04,3.127486426761363837e-04,1.421961085602567801e-03,-1.988684618762896839e-05,8.050357168360405922e-05,7.524252883871364707e-04,3.888197459260639638e-04,8.911402957377443073e-04,1.005457517361346925e-04,-2.907640528043234644e-04,3.741739086584922503e-04,1.269179406136672090e-03,8.110344592500928979e-04,-5.370527272910894344e-04,0.000000000000000000e+00
3.251072938935310828e-04,5.250451047621357975e-02,2.470815433590836316e-02,8.548604951527833968e-05,2.035718413944976671e-05,4.270930919965868489e-01,4.457383465806409317e-01,7.792991449670735316e-01,2.636547691602667893e-05,-7.442263404597992960e-02,5.006103567779966734e-02,-9.977157783061707877e-03,6.764311346821369648e-03,-1.978496598148281934e-03,3.818122024582587450e-04,-3.507029229080820768e-03,-1.263882002570528885e-03,-3.770752300461558022e-03,2.872727417505177615e-04,-2.692631290270281353e-03,-2.355514043438125505e-04,-1.011020184247265943e-03,-1.117697830445751189e-03,-8.547165689851694663e-04,2.338155632472937052e-04,-6.416336990228265619e-04,-8.171612880620544124e-04,5.108980995083762296e-04,-4.827409883631772198e-04,1.000000000000000000e+00
1.369589104140440786e-04,2.081762850158321021e-02,1.027191828105330530e-02,4.563414708091320101e-05,2.720967569007694218e-05,3.843405846586236962e-01,3.913895265239159538e-01,8.356931088910231065e-01,1.760584242390951889e-05,-5.784829317501228446e-03,1.125548224322031610e-02,-3.084396518779891215e-04,2.727335311944144997e-03,1.898525216821470366e-03,1.188714984659908626e-04,1.085226976751390822e-03,-9.806737096153898803e-05,9.419600292107996190e-04,-2.613005362746695370e-04,-6.422075880649802827e-04,-4.341594907406664075e-04,-4.039560002042652813e-04,4.922505956619725037e-04,-1.133687920777163124e-05,2.167384716728068344e-04,1.162077303445821280e-04,-1.679347926695463834e-04,3.486842683884439401e-04,1.074741128754186419e-04,0.000000000000000000e+00
