# x0,tempo, beats, chroma_stft, rmse,spectral_centroid, spectral_bandwidth, rolloff,zero_crossing_rate, mfcc1, mfcc2, mfcc3, mfcc4, mfcc5, mfcc6, mfcc7, mfcc8, mfcc9, mfcc10, mfcc11, mfcc12, mfcc13, mfcc14, mfcc15, mfcc16, mfcc17, mfcc18, mfcc19, mfcc20, y
2.865023827598535996e-04,2.741917335006411466e-02,1.289260722419341247e-02,7.231064501779119007e-05,1.038711244706960746e-05,4.312717536472059909e-01,4.466437058756042022e-01,7.784294294618284704e-01,2.814744371065255378e-05,-7.682732239670238272e-02,3.887538839931868606e-02,-9.761317549804840801e-03,7.343294480686849909e-03,-3.715796697436373787e-03,5.126085445025886644e-03,-2.864016632245408416e-03,1.612450485609946216e-03,-4.051836233309170227e-03,2.148295909400387178e-03,-1.135007824077150862e-03,2.366869540119156175e-03,-3.876187476543517876e-04,-1.095176220554832432e-04,2.956027110275493450e-04,1.090768142954295960e-03,-8.703850293839762318e-05,5.095606878433404929e-04,2.550809571998219317e-04,-2.400557990742445489e-04,1.000000000000000000e+00
1.007830825704192118e-04,1.302109553131490342e-02,6.248551119365990808e-03,4.686699487151058731e-05,1.577603023185008681e-05,4.084557071291123331e-01,3.453034985422098191e-01,8.447838855833156302e-01,2.123645919732439582e-05,-5.304020886769454310e-03,4.815004344063671983e-03,1.356166405144881631e-03,2.238438890273846597e-04,1.336139173394845000e-03,9.206979374149690514e-04,1.455774039478739679e-03,8.794577726132744302e-05,9.535600058309782762e-04,7.061856214992411930e-04,-6.952565731851108647e-05,1.742496756819020493e-04,8.560165482520933804e-04,6.975694068191521388e-04,3.203287627910383277e-04,2.285618251489410463e-04,-9.035826496795556736e-05,2.054300358735707867e-04,2.304379028168559724e-04,3.499610264872488963e-04,0.000000000000000000e+00
1.214109601148173802e-04,1.120442942465844048e-02,5.220671284937147306e-03,4.127444950676873294e-05,3.050369307851398250e-05,3.795954514167118043e-01,3.839917538650631790e-01,8.415276639671764869e-01,1.279010387245008304e-05,-7.175287665846983264e-03,7.403248505235921970e-03,3.368619303674306401e-03,2.898560538325269456e-03,1.493161465406174547e-03,8.949606274247782394e-04,1.496888500062024379e-03,8.697222371707706177e-04,1.630858393273099203e-03,3.031549219263413985e-04,-2.375364741155051537e-04,-2.917743109442670407e-04,-5.479867896789177234e-04,4.210532756299075244e-04,2.459984053417580818e-04,4.515944045664175167e-04,3.022371714746350147e-04,1.549639297904965895e-04,3.802485883884631373e-04,2.000381143313074810e-04,0.000000000000000000e+00
2.951628753779265220e-04,3.466801172984701473e-02,1.446298089351839844e-02,7.396381762644834053e-05,5.827971095566082927e-06,4.122514020173610461e-01,4.502261298248291799e-01,7.829861233581989488e-01,2.144156803691593265e-05,-1.058554113396069224e-01,3.810332928445646361e-02,-8.973889949446738762e-03,5.869937994314833145e-03,-3.065310323084673074e-03,-1.920691704952509811e-04,-3.131018970766264418e-03,4.559981749012801929e-04,-1.173268657968555171e-03,5.502599031230462822e-04,-2.609829194401936531e-03,-2.115752081234280411e-03,-2.424317896008818408e-03,-1.753301966303145434e-03,-3.341736241880133832e-05,1.263398970378232407e-03,2.647320993423385969e-03,3.778671566439915745e-03,4.335030656665232740e-03,3.397724578997330085e-03,1.000000000000000000e+00
1.261246574184403792e-04,1.810578578174876566e-02,8.702601361872387004e-03,5.221113838413631562e-05,2.628419769909887677e-05,3.842226791261691421e-01,3.904010961791780643e-01,8.362781476579752571e-01,1.496570119542933466e-05,-9.859000363468055708e-03,8.321974468311003903e-03,3.099231188307786499e-03,3.235169584584706142e-03,1.747513419232219487e-03,4.546785669695193200e-04,2.046847783027451982e-03,7.516415280399031391e-05,4.197837054014054350e-04,5.249697860352929742e-04,3.421046586841443673e-04,4.603832896629699066e-04,1.763358768665324126e-04,2.537919716944000829e-04,-2.277774416648816944e-04,-4.985850283269608512e-04,-1.196522377982152949e-04,-1.278500970504423259e-04,-5.867738744358860602e-05,-9.510592989551985713e-05,0.000000000000000000e+00
1.252431958680451244e-04,1.471029369082241418e-02,7.264105360346616129e-03,5.712345574190654950e-05,2.791373952505668958e-05,3.937108825041333859e-01,3.777864126788039179e-01,8.377957247102738592e-01,1.698767420674914032e-05,-6.000644617399139048e-03,6.782963237279816815e-03,-5.015641090148561946e-04,2.694378522786053040e-03,1.739293338134703009e-03,7.518773419048375289e-04,1.722730893777265314e-03,1.337943702101461897e-04,8.421748668250713613e-04,7.807979765543064535e-04,2.034873995009734251e-04,5.713268476735883163e-05,3.028456235759073730e-04,-7.006807472191196613e-04,3.850274152337127551e-05,-1.255830648170750948e-04,8.037033988637157505e-05,1.578269287428991723e-04,2.608570935380646904e-04,3.800285070321346220e-04,0.000000000000000000e+00
2.334046286698593516e-04,2.010379711785311926e-02,1.003639903280395193e-02,5.311010358724472342e-05,3.166347719129866732e-06,4.202935454749974764e-01,4.156801689159064783e-01,7.998436503278975040e-01,2.902553365831721732e-05,-9.863807766246725228e-02,2.096737364790603533e-02,-4.368794379100414751e-03,8.822342383569917526e-03,1.402332326985897834e-03,9.705241636815245586e-04,-4.625556272199019578e-04,2.829906155423056024e-03,9.727155670633812505e-04,3.218362624297125066e-03,6.592332194083630687e-04,1.374075816532822469e-03,1.430344425247308130e-03,1.900994108698059919e-03,2.884318233570652701e-03,1.655589104180876228e-03,5.635238482414397804e-04,1.830308897081463096e-04,-7.985632286821944554e-04,-1.741428463500390301e-04,1.000000000000000000e+00
5.637967322661176228e-04,5.395710914265578612e-02,2.593464968424141065e-02,1.278548865365553477e-04,1.136469124554294909e-05,3.890625383558949935e-01,7.656320360492111510e-01,4.223187852122232133e-01,2.032724226088867769e-05,-2.626624246778155869e-01,1.016109848905466378e-01,3.194815643630841140e-02,6.213415561862304856e-03,3.290392488365437556e-03,4.133499484384272715e-04,-2.237032944698950920e-03,-3.320498904176250651e-03,-4.773056938790256817e-03,-5.518936540150863601e-03,-4.338446740793055513e-03,-1.836682207633636918e-03,-1.049993877458303866e-03,-2.263770692892702000e-03,-2.316105406019544101e-03,-1.394456503481523047e-03,-1.328561610248015987e-03,-1.685690647291732038e-03,-1.814646780418606095e-03,-9.631340532646084744e-04,1.000000000000000000e+00
1.484604605699156457e-04,1.128292677699898640e-02,5.344576580516963681e-03,4.972550432915606256e-05,2.905371725529492310e-05,3.750068994280619794e-01,4.229145749837401325e-01,8.246322506727472579e-01,1.537190486534551354e-05,-1.088805585100829053e-02,1.446961908951587862e-02,2.504711016044656666e-03,-8.506434204589841108e-05,1.067266413515089666e-03,7.239850877292912943e-04,1.112687469948240486e-04,-8.233843705698825352e-04,1.482751118214429328e-04,7.312780554799572447e-04,-8.654504776007374174e-04,-7.300897181180599806e-04,-3.912770411694879114e-06,-4.518898747153099189e-04,-2.363405406228625481e-05,-3.537731393023051400e-04,1.070723769159646199e-04,1.014366219995378900e-04,2.923681982775816804e-04,1.196202841133454903e-04,0.000000000000000000e+00
1.069281119024474897e-04,1.105202281616703315e-02,5.453333707024821814e-03,3.776951632154788467e-05,2.076273160515893011e-05,3.852902014455559243e-01,3.564916740981755039e-01,8.510214395397760478e-01,1.577830730421245239e-05,-4.781756403188123367e-03,5.886659771162375092e-03,2.902874024307685805e-03,2.087229755259235268e-03,1.571627786777252643e-03,3.411907564891204824e-04,5.884097397513728123e-04,1.523808106039871197e-04,4.811329470939355044e-04,1.469136646671563909e-04,-1.773361722657740443e-04,-3.767338319092382467e-04,-8.461837663504619567e-04,-3.780356016867171954e-04,-8.772263803898883638e-04,-3.630621120756132632e-04,-2.846032877820777623e-04,4.589704586611993036e-04,1.451173812522918894e-04,-1.849413769106201904e-05,0.000000000000000000e+00
1.085619550554704109e-04,1.122089582331151254e-02,5.536659707828990931e-03,5.628503206679985902e-05,3.576382842966482960e-05,3.987106923771777667e-01,3.560567015918054135e-01,8.450094845914764008e-01,1.672553790757421609e-05,-4.307065218912015797e-03,3.685053063683355664e-03,1.043756621204745046e-03,1.809853849437795866e-03,1.618385446141433438e-03,1.214286140267644473e-03,2.332466717194767170e-03,1.072356210215422330e-03,1.599725565688942712e-03,1.697631075895369860e-03,2.226105908973301012e-04,2.810811068607943302e-04,3.865253461178004530e-05,1.780447006406872914e-04,7.529169676939624634e-04,8.952737173290255300e-04,1.018025525920609456e-03,7.563261910445594942e-04,1.619421933955656910e-04,-1.227774328458336049e-04,0.000000000000000000e+00
1.921339687771523425e-04,2.068629888445414414e-02,9.990966376411921160e-03,7.262625489065446002e-05,3.536486110076523235e-05,3.653056146724583120e-01,4.651267054844873683e-01,8.054479456591988606e-01,1.272259008916893046e-05,-2.134761572034090879e-02,1.981112630663738397e-02,2.093631135482297134e-03,6.598812156722312118e-03,4.292080172173506555e-03,3.434651314307878706e-03,1.307892651279852700e-03,1.217497313191074097e-03,1.053976996392084814e-03,1.195012970825902378e-04,6.407230638585046636e-05,7.336439809261975512e-04,3.919015392426601282e-04,-1.061550311364591092e-03,2.320727313991153141e-04,7.689228249990325307e-05,6.359798337942578980e-05,3.218470790553970453e-04,-7.792707641545300020e-04,-1.230149409105070393e-03,0.000000000000000000e+00
1.402130637507736563e-04,1.393493715011069264e-02,6.590013996286362037e-03,5.929842690664864982e-05,1.962777727929173571e-05,3.975085148382924150e-01,3.830261696694380325e-01,8.335651288706491524e-01,1.921797594213076562e-05,-9.670821891171389739e-03,1.034362920933430165e-02,-1.748247043746701439e-03,1.337321907232828615e-03,-6.022619493936178116e-06,1.783419439132934072e-03,4.436354223738367018e-04,-1.185888258825775977e-05,3.537252062703697005e-04,4.032404679235967017e-04,-2.344108072232055156e-04,-4.242937446410599794e-04,2.256684684546414194e-04,1.521781550163992859e-04,1.313213317975898899e-04,-5.768129265160481205e-05,-1.730496021514889521e-04,-1.061196503642391798e-04,-2.393821382069676593e-04,-1.467056133040755335e-04,0.000000000000000000e+00
2.257990514355483636e-04,3.070848530522517564e-02,1.490273739474619330e-02,6.619128547302757207e-05,1.287059304390847283e-05,4.364375805113776541e-01,3.929705168332027765e-01,8.067939487942034082e-01,2.653600689997700704e-05,-4.596978706291440092e-02,2.510847753224590417e-02,-1.163473427253992019e-02,8.913632503852029002e-03,-2.381376383530937196e-03,2.685739738408235520e-03,-2.976113248360790983e-03,3.412480429275752385e-03,-1.645133001821345821e-03,3.018723681512217819e-03,-1.648635581332478107e-03,8.662885480585890688e-04,-8.519684875955544669e-04,1.194819240630606112e-03,9.283701194349416224e-04,1.499082761466913501e-03,6.758678028683188371e-04,7.992718689238444965e-04,-7.589978606930355845e-04,-8.314788768240843377e-04,1.000000000000000000e+00
5.199381615346354481e-04,6.397676597008208899e-02,2.859659888440494943e-02,1.077120848607085902e-04,1.518369675667102255e-05,4.309010610784617112e-01,6.893544563401330372e-01,5.269498075039463769e-01,2.470320128587648976e-05,-2.192689772417645844e-01,8.985379810234066233e-02,1.460733141574786613e-02,-1.338510918688768075e-03,-1.856706939707159377e-03,-2.527285931103789764e-03,-4.622199942227327857e-03,-5.563768276084357818e-03,-3.997923607757098569e-03,-4.140408579390681201e-03,-3.814782089574271246e-03,-1.414387386476789179e-03,-4.787432740070973465e-04,-2.190076353152005904e-03,-4.378306106019523233e-03,-4.366637305916974514e-03,-2.148098485157388850e-03,-2.183112262440153341e-04,4.464442576286323998e-05,-1.362348594229204947e-04,1.000000000000000000e+00
2.045527118233089444e-04,2.642805056076540440e-02,1.247771542122184593e-02,5.977980478041461647e-05,4.077231896297791230e-05,4.013990196205665661e-01,4.756523830129273378e-01,7.816406189750010336e-01,1.959844324298176476e-05,-1.572978252732660717e-02,2.317290810994432002e-02,-1.272616220435573509e-03,4.080895437095972446e-03,3.092422530490011780e-03,-6.725881738655027295e-04,9.802621103373499074e-04,2.083276108680675687e-04,4.694472349206291802e-04,-1.736126006174064516e-06,-7.696283853976549358e-04,8.680084779413676632e-04,4.688700675419749716e-04,-5.967725315799734783e-04,9.240441589567706566e-04,6.990232798146717641e-04,-1.109494431255577025e-04,-1.140586864329154573e-04,1.304015400941544995e-04,-4.098212948117417424e-04,0.000000000000000000e+00
1.111950737242306541e-04,1.105101281078404128e-02,5.114973391314610145e-03,5.192223914256646912e-05,2.271332618086098482e-05,3.902989941983223132e-01,3.680849897161477813e-01,8.436680611993547796e-01,1.526132652590359387e-05,-1.395619825249369041e-02,5.692746635579505957e-03,4.282572834385243304e-03,1.611127207134196038e-03,1.804722242297968722e-03,5.158691780638493271e-04,1.368145623911925894e-03,1.302088054228184571e-04,1.918240413452534183e-04,1.086523479764164857e-03,-3.137325270065852872e-04,2.314655318117468826e-04,9.530823728186290299e-05,-5.568476005452898243e-05,1.493421411781249437e-04,-9.590074766668102186e-05,5.389547288265614705e-05,4.592410695355522189e-04,1.946844752865860024e-04,9.158039003288146211e-04,0.000000000000000000e+00
3.688275494389959392e-04,6.807461605856467146e-02,3.171916925175365110e-02,8.714632082385116404e-05,5.112983872166847649e-05,4.336587098991953604e-01,5.541933288557830961e-01,7.012199175012479024e-01,2.297631197686518059e-05,-6.302218553688332392e-02,5.792559716596605568e-02,-8.103966675426199986e-03,1.935685256234959822e-03,-1.510404490888979552e-03,-1.359482292647658241e-03,-3.251036844101764731e-03,-1.790995388921754914e-03,-2.907252311295127623e-03,-1.995908010117910646e-03,-3.455310815974737930e-03,-2.441856534007156698e-03,-2.882010068864946685e-03,-5.378098945101257881e-04,-1.326751074249411669e-03,-1.055859728298999154e-03,-1.444903376701482060e-03,7.450414980240082068e-05,-1.266987848852823553e-03,-3.071243373180949877e-04,1.000000000000000000e+00
3.367824357644103842e-04,5.119062069351043576e-02,2.525868268233077973e-02,8.532367308423718650e-05,2.246192443927576710e-05,4.220470312031320281e-01,4.619066193911568474e-01,7.722121970636016686e-01,2.412969194239667926e-05,-7.514725384394138619e-02,5.497647896114429833e-02,-1.158690367021107497e-02,8.140198904707867181e-03,-3.465218014355846751e-03,1.087077639895586050e-03,-4.333361191376902156e-03,2.680031029189445819e-04,-4.807350781542126320e-03,5.597386844097856267e-04,-3.415239012812498060e-03,8.306328094228275765e-05,-1.529105228239284898e-03,3.709591621149631606e-05,-9.653773773787608465e-04,4.542563558451369896e-04,-1.134229475859676722e-04,-3.568118894768409328e-04,-3.687063788493208957e-04,-2.714496374126856501e-03,1.000000000000000000e+00
1.092824373213748071e-04,9.109164854849980189e-03,4.371297492854992611e-03,3.818337127040222244e-05,2.299709266703174953e-05,3.736769180010104385e-01,3.681440640572029022e-01,8.512148815427860171e-01,1.429939242394237750e-05,-1.023049191657396384e-02,6.522951666452855499e-03,3.505749337503706251e-03,1.434307416453027562e-03,1.449754457254237008e-03,-7.508319961802176158e-04,2.554124948969527372e-04,-8.629341525784298052e-04,2.498085732458951605e-04,4.900982963851345433e-04,-4.414840775454997694e-04,2.922819228439549289e-04,-3.372044846528501525e-04,-6.285526376972034148e-04,-1.659932273016445962e-04,-1.299201741690626929e-04,-3.334519066269728944e-04,-1.186569497129617802e-04,2.611567335650062834e-04,5.203819119747561195e-04,0.000000000000000000e+00
1.248575971968988400e-04,1.194926223173445844e-02,5.743449471057346205e-03,4.570156578639586491e-05,2.477897798841446046e-05,3.884359951670228739e-01,3.735968006381032436e-01,8.421885339335838383e-01,1.909200790874161695e-05,-2.350333277681816799e-03,8.905856174053863525e-03,-4.675651702230619643e-04,-1.746104305074244246e-04,8.856797485491119928e-05,-1.309428987679904998e-04,-1.311416113792660172e-04,-3.096304381422543587e-05,7.790997427455591783e-05,5.351931409620621152e-05,-1.859817765080954202e-04,-1.346362536863693999e-04,3.017543326827069558e-04,1.560298976684178359e-04,1.215595630373358092e-04,-4.480719696842817910e-04,1.113188320045709723e-04,-6.201172611459092581e-05,8.844452511522915431e-05,2.086524274780767883e-04,0.000000000000000000e+00
1.119282610145119007e-04,1.314640352647365382e-02,6.156054355798155041e-03,4.475956737150062816e-05,2.385003955032010480e-05,4.067529622837476877e-01,3.508111212362147180e-01,8.433444996192657195e-01,2.049471900010885468e-05,-3.011157838619106866e-03,5.228248234984689269e-03,9.739728483713492235e-04,9.626546273155909281e-04,6.816851836985123644e-04,1.391109361620348648e-03,7.787290096274566325e-04,2.802243544168829732e-04,1.298399012578607150e-04,8.125709434293332256e-04,-3.502189466430816450e-04,1.403279834887049312e-04,4.294361892768385055e-04,5.249878439842207067e-04,1.919069645706885285e-04,-1.097247036091108705e-04,-1.455205827501532300e-04,-3.007797522194535431e-04,-1.421332790742848564e-04,-2.781749079950048237e-04,0.000000000000000000e+00
3.252405951766106020e-04,3.361666464208248883e-02,1.463582678294747703e-02,9.566461168620247384e-05,9.185387157489626622e-06,4.236787121298309922e-01,4.733069376321369370e-01,7.634001088225232934e-01,2.294124626750654948e-05,-9.749917222314079257e-02,5.117233350496809552e-02,-1.214910526894525701e-02,5.129372152471283093e-03,-1.870073907478784917e-03,-1.449847505698636380e-03,-2.216809121081607121e-03,-3.492190258358003011e-03,-3.214482903314090038e-03,-2.651784463330467221e-03,-1.762047309079765129e-03,-2.549121796991712756e-03,-8.885805093329731839e-04,-3.604433291705064495e-04,5.367589691616409409e-04,1.184584384023832726e-03,1.003161883483930789e-03,3.551788354524878372e-05,-2.586221363218917818e-04,-8.905103050554616416e-04,1.000000000000000000e+00
4.002063043917821893e-04,5.170634186624295525e-02,2.201134674154802198e-02,7.642208066321214740e-05,4.618683160386655374e-05,4.254806554063240709e-01,6.211558186357838407e-01,6.447117826285317932e-01,2.042688420615451292e-05,-9.986500378853503668e-02,6.467557545626273496e-02,4.055926998691665453e-03,-1.232358774019781883e-03,-2.406820294340320725e-04,-8.311095959261016655e-04,-4.878663303853104233e-03,-3.443082372678189177e-03,-5.858541267571532735e-03,-4.822962018730335941e-03,-4.925125220763496708e-03,-2.871753203303882736e-03,-3.157356503253244250e-03,-8.332696634464180092e-04,-1.164045483375413101e-03,-3.441551989152970086e-04,-1.589970648814729168e-03,-3.536003826425994931e-04,-1.595812790145506154e-03,-1.554891474550789375e-03,1.000000000000000000e+00
1.129991652451221038e-04,1.459940386907192765e-02,6.666950749462204583e-03,5.221820869755611753e-05,2.350583060026874952e-05,3.580085872530530677e-01,3.775927128634395946e-01,8.537383723970437543e-01,1.133824034828764261e-05,-7.007690753054273899e-03,7.259051275231480707e-03,3.376033081965993960e-03,2.627516820261492723e-03,1.836896228774643515e-03,8.412793871599038610e-04,1.002960520562519095e-03,7.243876660479179382e-04,8.361116842521727766e-04,3.415731171780514051e-04,1.683660749727618655e-04,3.359616708157343585e-04,2.096300100072429561e-04,6.107620450795429542e-05,-3.733289170672491941e-05,9.201489314988860549e-05,1.465839881087261504e-04,1.339050215741070023e-04,9.737863378332961182e-05,1.127118729380652290e-05,0.000000000000000000e+00
1.246589162121143537e-04,1.610583458482688426e-02,7.853511721363204065e-03,5.078447184784613485e-05,3.063597200003042491e-05,4.067553041647076761e-01,3.653770132443084906e-01,8.370556678443015208e-01,1.932917618840502232e-05,-3.644096322402333443e-03,6.715012326781518749e-03,-2.118486755368101610e-04,1.932936806604155545e-03,1.357507885017763974e-04,6.785209276319319096e-05,6.109910321884095630e-04,-4.018532007007987296e-04,-2.108974892542808438e-04,2.784768137762174138e-04,-8.878106744489086674e-04,-7.466276728680256531e-04,-3.715879124195146086e-04,-4.733346217689675894e-04,-6.101320471804976735e-04,-8.381743200718704987e-04,-5.216324717354811722e-05,-5.001907784864832512e-04,5.459816089410734173e-04,5.561238850422055941e-04,0.000000000000000000e+00
